askQty,askTop,bidQty,bidTop,timestamp
3.2336,1.4218,37145000,37161000,2023-03-05/30/23 00:03:54
3.2336,1.4218,37145000,37161000,2023-03-05/30/23 00:03:55
3.2336,1.4218,37145000,37161000,2023-03-05/30/23 00:03:56
3.2336,0.9859999999999999,37145000,37163000,2023-03-05/30/23 00:03:57
3.2336,1.4985,37145000,37163000,2023-03-05/30/23 00:03:58
3.2336,1.4985,37145000,37163000,2023-03-05/30/23 00:03:59
3.2336,1.4914,37145000,37163000,2023-04-05/30/23 00:04:00
3.2336,1.5991999999999997,37145000,37165000,2023-04-05/30/23 00:04:01
2.1788,1.5977,37155000,37165000,2023-04-05/30/23 00:04:02
2.6546,1.5977,37155000,37165000,2023-04-05/30/23 00:04:03
3.1441,1.4995999999999998,37155000,37165000,2023-04-05/30/23 00:04:04
3.0866,1.4995999999999998,37155000,37165000,2023-04-05/30/23 00:04:05
3.0866,1.4995999999999998,37155000,37165000,2023-04-05/30/23 00:04:06
2.9913999999999996,1.4995999999999998,37155000,37165000,2023-04-05/30/23 00:04:07
3.0105999999999997,0.8931999999999999,37155000,37165000,2023-04-05/30/23 00:04:08
2.9679999999999995,0.4874,37155000,37166000,2023-04-05/30/23 00:04:09
3.0207999999999995,0.43089999999999995,37155000,37169000,2023-04-05/30/23 00:04:10
3.0207999999999995,0.43089999999999995,37155000,37169000,2023-04-05/30/23 00:04:11
3.0926999999999993,1.6289,37155000,37169000,2023-04-05/30/23 00:04:12
3.0926999999999993,0.34639999999999993,37155000,37170000,2023-04-05/30/23 00:04:13
3.0404999999999993,0.8834,37155000,37170000,2023-04-05/30/23 00:04:14
3.0404999999999993,0.9219999999999999,37155000,37170000,2023-04-05/30/23 00:04:15
3.0404999999999993,0.9228,37155000,37170000,2023-04-05/30/23 00:04:16
3.0309999999999993,1.5674,37155000,37170000,2023-04-05/30/23 00:04:17
3.0118999999999994,1.5862999999999998,37155000,37170000,2023-04-05/30/23 00:04:18
3.0118999999999994,1.5862999999999998,37155000,37170000,2023-04-05/30/23 00:04:19
3.0118999999999994,1.5862999999999998,37155000,37170000,2023-04-05/30/23 00:04:20
3.0316999999999994,1.5862999999999998,37155000,37170000,2023-04-05/30/23 00:04:21
3.0316999999999994,1.0831,37155000,37170000,2023-04-05/30/23 00:04:22
2.7264999999999997,1.7112999999999998,37155000,37168000,2023-04-05/30/23 00:04:23
1.5468,1.7263,37145000,37166000,2023-04-05/30/23 00:04:24
2.0368,1.1886999999999999,37145000,37166000,2023-04-05/30/23 00:04:25
2.0368,1.7074999999999998,37145000,37164000,2023-04-05/30/23 00:04:26
0.8016,1.5766999999999998,37145000,37159000,2023-04-05/30/23 00:04:27
0.8016,1.5766999999999998,37145000,37159000,2023-04-05/30/23 00:04:28
0.8016,1.5766999999999998,37145000,37159000,2023-04-05/30/23 00:04:29
0.8016,1.5962,37145000,37159000,2023-04-05/30/23 00:04:30
0.8016,1.5773,37145000,37159000,2023-04-05/30/23 00:04:31
0.7313000000000001,1.5773,37145000,37159000,2023-04-05/30/23 00:04:32
0.7313000000000001,1.5773,37145000,37159000,2023-04-05/30/23 00:04:33
0.6961,1.1141,37145000,37154000,2023-04-05/30/23 00:04:34
0.6961,1.1141,37145000,37154000,2023-04-05/30/23 00:04:35
4.4893,1.0332999999999999,37145000,37159000,2023-04-05/30/23 00:04:36
4.4893,1.0332999999999999,37145000,37159000,2023-04-05/30/23 00:04:37
4.4893,2.6697999999999995,37145000,37159000,2023-04-05/30/23 00:04:38
4.4893,2.6830999999999996,37145000,37159000,2023-04-05/30/23 00:04:39
4.4893,2.6830999999999996,37145000,37159000,2023-04-05/30/23 00:04:40
4.5306,2.0604999999999998,37145000,37159000,2023-04-05/30/23 00:04:41
4.5306,2.0604999999999998,37145000,37159000,2023-04-05/30/23 00:04:42
4.559,2.7817999999999996,37145000,37160000,2023-04-05/30/23 00:04:43
3.0395,2.8072999999999997,37147000,37167000,2023-04-05/30/23 00:04:44
3.0395,2.8072999999999997,37147000,37167000,2023-04-05/30/23 00:04:45
3.0395,2.6617999999999995,37147000,37167000,2023-04-05/30/23 00:04:46
3.0152999999999994,2.6617999999999995,37147000,37167000,2023-04-05/30/23 00:04:47
3.0152999999999994,2.6617999999999995,37147000,37167000,2023-04-05/30/23 00:04:48
3.0152999999999994,1.6871999999999996,37147000,37168000,2023-04-05/30/23 00:04:49
3.0152999999999994,1.7616999999999998,37147000,37168000,2023-04-05/30/23 00:04:50
3.0152999999999994,1.1204,37147000,37168000,2023-04-05/30/23 00:04:51
2.4777,1.6869999999999996,37151000,37168000,2023-04-05/30/23 00:04:52
3.0153,1.6869999999999996,37151000,37168000,2023-04-05/30/23 00:04:53
3.0153,1.6869999999999996,37151000,37168000,2023-04-05/30/23 00:04:54
4.097999999999999,1.7031999999999998,37160000,37168000,2023-04-05/30/23 00:04:55
4.5875,1.2977999999999998,37151000,37159000,2023-04-05/30/23 00:04:56
4.5875,1.2977999999999998,37151000,37159000,2023-04-05/30/23 00:04:57
4.6357,1.2,37151000,37165000,2023-04-05/30/23 00:04:58
4.6357,1.2,37151000,37165000,2023-04-05/30/23 00:04:59
4.6065000000000005,1.7376999999999998,37151000,37165000,2023-05-05/30/23 00:05:00
4.6065000000000005,1.7376999999999998,37151000,37165000,2023-05-05/30/23 00:05:01
4.6065000000000005,1.7376999999999998,37151000,37165000,2023-05-05/30/23 00:05:02
4.6065000000000005,1.7376999999999998,37151000,37165000,2023-05-05/30/23 00:05:03
4.6065000000000005,1.5920999999999998,37151000,37165000,2023-05-05/30/23 00:05:04
4.6065000000000005,1.2,37151000,37165000,2023-05-05/30/23 00:05:05
4.6065000000000005,0.5805,37151000,37165000,2023-05-05/30/23 00:05:06
4.6065000000000005,1.1154,37151000,37165000,2023-05-05/30/23 00:05:07
4.6065000000000005,1.1154,37151000,37165000,2023-05-05/30/23 00:05:08
4.6065000000000005,1.1154,37151000,37165000,2023-05-05/30/23 00:05:09
4.6065000000000005,1.1154,37151000,37165000,2023-05-05/30/23 00:05:10
4.6357,1.5920999999999998,37151000,37165000,2023-05-05/30/23 00:05:11
4.6357,1.5936999999999997,37151000,37165000,2023-05-05/30/23 00:05:12
4.6357,1.5936999999999997,37151000,37165000,2023-05-05/30/23 00:05:13
4.6357,1.5936999999999997,37151000,37165000,2023-05-05/30/23 00:05:14
4.6357,2.0745,37151000,37165000,2023-05-05/30/23 00:05:15
4.6357,2.0745,37151000,37165000,2023-05-05/30/23 00:05:16
3.0317,2.0745,37151000,37165000,2023-05-05/30/23 00:05:17
3.0317,2.0745,37151000,37165000,2023-05-05/30/23 00:05:18
3.0317,1.5940999999999999,37151000,37165000,2023-05-05/30/23 00:05:19
3.0317,1.5940999999999999,37151000,37165000,2023-05-05/30/23 00:05:20
3.0317,1.5940999999999999,37151000,37165000,2023-05-05/30/23 00:05:21
3.0317,1.5940999999999999,37151000,37165000,2023-05-05/30/23 00:05:22
3.0317,1.5940999999999999,37151000,37165000,2023-05-05/30/23 00:05:23
3.0317,1.5940999999999999,37151000,37165000,2023-05-05/30/23 00:05:24
3.0317,1.5940999999999999,37151000,37165000,2023-05-05/30/23 00:05:25
3.0317,1.5940999999999999,37151000,37165000,2023-05-05/30/23 00:05:26
3.0317,1.5940999999999999,37151000,37165000,2023-05-05/30/23 00:05:27
3.0317,1.5940999999999999,37151000,37165000,2023-05-05/30/23 00:05:28
3.0317,1.5940999999999999,37151000,37165000,2023-05-05/30/23 00:05:29
3.0317,1.5940999999999999,37151000,37165000,2023-05-05/30/23 00:05:30
3.0317,1.5940999999999999,37151000,37165000,2023-05-05/30/23 00:05:31
3.0317,1.5940999999999999,37151000,37165000,2023-05-05/30/23 00:05:32
3.0317,1.5940999999999999,37151000,37165000,2023-05-05/30/23 00:05:33
3.0317,1.5940999999999999,37151000,37165000,2023-05-05/30/23 00:05:34
3.0317,1.5940999999999999,37151000,37165000,2023-05-05/30/23 00:05:35
3.0117000000000003,1.5940999999999999,37151000,37165000,2023-05-05/30/23 00:05:36
3.0117000000000003,2.6136,37151000,37165000,2023-05-05/30/23 00:05:37
3.0117000000000003,2.6136,37151000,37165000,2023-05-05/30/23 00:05:38
3.0117000000000003,2.6136,37151000,37165000,2023-05-05/30/23 00:05:39
3.0117000000000003,2.0745,37151000,37165000,2023-05-05/30/23 00:05:40
3.0117000000000003,1.6824,37151000,37165000,2023-05-05/30/23 00:05:41
2.9733,2.0744,37151000,37165000,2023-05-05/30/23 00:05:42
2.9733,2.0744,37151000,37165000,2023-05-05/30/23 00:05:43
2.9449,2.6969999999999996,37151000,37165000,2023-05-05/30/23 00:05:44
2.9449,2.6969999999999996,37151000,37165000,2023-05-05/30/23 00:05:45
2.9449,2.6969999999999996,37151000,37165000,2023-05-05/30/23 00:05:46
2.9096,2.6969999999999996,37151000,37165000,2023-05-05/30/23 00:05:47
2.9096,2.8178,37151000,37170000,2023-05-05/30/23 00:05:48
2.91,2.7661,37151000,37169000,2023-05-05/30/23 00:05:49
2.9553,2.7661,37153000,37169000,2023-05-05/30/23 00:05:50
2.9553,3.3872,37153000,37169000,2023-05-05/30/23 00:05:51
2.4659999999999997,2.7661,37153000,37169000,2023-05-05/30/23 00:05:52
2.4419,2.7661,37153000,37169000,2023-05-05/30/23 00:05:53
2.9794,2.7861,37153000,37169000,2023-05-05/30/23 00:05:54
2.4507,2.7861,37151000,37169000,2023-05-05/30/23 00:05:55
2.9816,2.8554,37151000,37169000,2023-05-05/30/23 00:05:56
